PassengerId,Survived,Age,SibSp,Ticket,Parch,Fare,Sex_female,Pclass_3,Pclass_2,Pclass_1,Embarked_C,Embarked_Q,Embarked_S,Mr,Mrs,Miss,Master,Dr,OtherTitles,With_Cabin,Old,Kid
83,1,29.69911764705882,0,330932,0,7.7875,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
84,0,28.0,0,113059,0,47.1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
85,1,17.0,0,14885,0,10.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
86,1,33.0,3,3101278,0,15.85,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
87,0,16.0,1,6608,3,34.375,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
88,0,29.69911764705882,0,392086,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
89,1,23.0,3,19950,2,263.0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
90,0,24.0,0,343275,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
91,0,29.0,0,343276,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
92,0,20.0,0,347466,0,7.8542,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
93,0,46.0,1,5734,0,61.175,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
94,0,26.0,1,2315,2,20.575,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
95,0,59.0,0,364500,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
96,0,29.69911764705882,0,374910,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
97,0,71.0,0,17754,0,34.6542,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
98,1,23.0,0,17759,1,63.3583,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
99,1,34.0,0,231919,1,23.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
100,0,34.0,1,244367,0,26.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
101,0,28.0,0,349245,0,7.8958,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
102,0,29.69911764705882,0,349215,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
103,0,21.0,0,35281,1,77.2875,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
104,0,33.0,0,7540,0,8.6542,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
105,0,37.0,2,3101276,0,7.925,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
106,0,28.0,0,349207,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
107,1,21.0,0,343120,0,7.65,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
108,1,29.69911764705882,0,312991,0,7.775,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
109,0,38.0,0,349249,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
110,1,29.69911764705882,1,371110,0,24.15,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
111,0,47.0,0,110465,0,52.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
112,0,14.5,1,2665,0,14.4542,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
113,0,22.0,0,324669,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
114,0,20.0,1,4136,0,9.825,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
115,0,17.0,0,2627,0,14.4583,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
116,0,21.0,0,3101294,0,7.925,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
117,0,70.5,0,370369,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
118,0,29.0,1,11668,0,21.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
119,0,24.0,0,17558,1,247.5208,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
120,0,2.0,4,347082,2,31.275,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
121,0,21.0,2,14879,0,73.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
122,0,29.69911764705882,0,54510,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
123,0,32.5,1,237736,0,30.0708,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
124,1,32.5,0,27267,0,13.0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
125,0,54.0,0,35281,1,77.2875,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
126,1,12.0,1,2651,0,11.2417,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
127,0,29.69911764705882,0,370372,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
128,1,24.0,0,17369,0,7.1417,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
129,1,29.69911764705882,1,2668,1,22.3583,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
130,0,45.0,0,347061,0,6.975,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
131,0,33.0,0,349241,0,7.8958,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
132,0,20.0,0,3101307,0,7.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
133,0,47.0,1,3337,0,14.5,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
134,1,29.0,1,228414,0,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
135,0,25.0,0,29178,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
136,0,23.0,0,2133,0,15.0458,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
137,1,19.0,0,11752,2,26.2833,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
138,0,37.0,1,113803,0,53.1,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
139,0,16.0,0,7534,0,9.2167,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
140,0,24.0,0,17593,0,79.2,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
141,0,29.69911764705882,0,2678,2,15.2458,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
142,1,22.0,0,347081,0,7.75,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
143,1,24.0,1,3101279,0,15.85,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
144,0,19.0,0,365222,0,6.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
145,0,18.0,0,231945,0,11.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
146,0,19.0,1,33112,1,36.75,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
147,1,27.0,0,350043,0,7.7958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
148,0,9.0,2,6608,2,34.375,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
149,0,36.5,0,230080,2,26.0,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
150,0,42.0,0,244310,0,13.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
151,0,51.0,0,1166,0,12.525,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
152,1,22.0,1,113776,0,66.6,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
153,0,55.5,0,11206,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
154,0,40.5,0,851,2,14.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
155,0,29.69911764705882,0,265302,0,7.3125,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
156,0,51.0,0,17597,1,61.3792,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
157,1,16.0,0,35851,0,7.7333,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
158,0,30.0,0,392090,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
159,0,29.69911764705882,0,315037,0,8.6625,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
160,0,29.69911764705882,8,2343,2,69.55,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
161,0,44.0,0,371362,1,16.1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
162,1,40.0,0,33595,0,15.75,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
163,0,26.0,0,347068,0,7.775,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
164,0,17.0,0,315093,0,8.6625,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
165,0,1.0,4,3101295,1,39.6875,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
166,1,9.0,0,363291,2,20.525,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
167,1,29.69911764705882,0,113505,1,55.0,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
168,0,45.0,1,347088,4,27.9,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
169,0,29.69911764705882,0,17318,0,25.925,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
170,0,28.0,0,1601,0,56.4958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
171,0,61.0,0,111240,0,33.5,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
172,0,4.0,4,382652,1,29.125,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
173,1,1.0,1,347742,1,11.1333,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
174,0,21.0,0,3101280,0,7.925,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
175,0,56.0,0,17764,0,30.6958,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
176,0,18.0,1,350404,1,7.8542,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
177,0,29.69911764705882,3,4133,1,25.4667,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
178,0,50.0,0,17595,0,28.7125,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
179,0,30.0,0,250653,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
180,0,36.0,0,500,0,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
181,0,29.69911764705882,8,2343,2,69.55,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
182,0,29.69911764705882,0,2131,0,15.05,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
183,0,9.0,4,347077,2,31.3875,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
184,1,1.0,2,230136,1,39.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
185,1,4.0,0,315153,2,22.025,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
186,0,29.69911764705882,0,113767,0,50.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
187,1,29.69911764705882,1,370365,0,15.5,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
188,1,45.0,0,111428,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
189,0,40.0,1,364849,1,15.5,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
190,0,36.0,0,349247,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
191,1,32.0,0,234604,0,13.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
192,0,19.0,0,28424,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
193,1,19.0,1,350046,0,7.8542,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
194,1,3.0,1,230080,1,26.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
195,1,44.0,0,17610,0,27.7208,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
196,1,58.0,0,17569,0,146.5208,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
197,0,29.69911764705882,0,368703,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
198,0,42.0,0,4579,1,8.4042,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
199,1,29.69911764705882,0,370370,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
200,0,24.0,0,248747,0,13.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
201,0,28.0,0,345770,0,9.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
202,0,29.69911764705882,8,2343,2,69.55,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
203,0,34.0,0,3101264,0,6.4958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
204,0,45.5,0,2628,0,7.225,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
205,1,18.0,0,3540,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
206,0,2.0,0,347054,1,10.4625,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True
207,0,32.0,1,3101278,0,15.85,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
208,1,26.0,0,2699,0,18.7875,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
209,1,16.0,0,367231,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
210,1,40.0,0,112277,0,31.0,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
211,0,24.0,0,3101311,0,7.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
212,1,35.0,0,13528,0,21.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
213,0,22.0,0,21174,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
214,0,30.0,0,250646,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
215,0,29.69911764705882,1,367229,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
216,1,31.0,1,35273,0,113.275,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
217,1,27.0,0,3101283,0,7.925,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
218,0,42.0,1,243847,0,27.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
219,1,32.0,0,11813,0,76.2917,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
220,0,30.0,0,14208,0,10.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
221,1,16.0,0,392089,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
222,0,27.0,0,220367,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
223,0,51.0,0,21440,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
224,0,29.69911764705882,0,349234,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
225,1,38.0,1,19943,0,90.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
226,0,22.0,0,4348,0,9.35,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
227,1,19.0,0,751,0,10.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
228,0,20.5,0,21173,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
229,0,18.0,0,236171,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
230,0,29.69911764705882,3,4133,1,25.4667,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
231,1,35.0,1,36973,0,83.475,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
232,0,29.0,0,347067,0,7.775,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
233,0,59.0,0,237442,0,13.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
234,1,5.0,4,347077,2,31.3875,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
235,0,24.0,0,29566,0,10.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
236,0,29.69911764705882,0,6609,0,7.55,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
237,0,44.0,1,26707,0,26.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
238,1,8.0,0,31921,2,26.25,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
239,0,19.0,0,28665,0,10.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
240,0,33.0,0,1585,0,12.275,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
241,0,29.69911764705882,1,2665,0,14.4542,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
242,1,29.69911764705882,1,367230,0,15.5,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
243,0,29.0,0,14263,0,10.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
244,0,22.0,0,3101275,0,7.125,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
245,0,30.0,0,2694,0,7.225,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
246,0,44.0,2,19928,0,90.0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
247,0,25.0,0,347071,0,7.775,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
248,1,24.0,0,250649,2,14.5,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
249,1,37.0,1,11751,1,52.5542,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
250,0,54.0,1,244252,0,26.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
251,0,29.69911764705882,0,362316,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
252,0,29.0,1,347054,1,10.4625,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
253,0,62.0,0,113514,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
254,0,30.0,1,3336,0,16.1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
255,0,41.0,0,370129,2,20.2125,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
256,1,29.0,0,2650,2,15.2458,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
257,1,29.69911764705882,0,17585,0,79.2,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
258,1,30.0,0,110152,0,86.5,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
259,1,35.0,0,17755,0,512.3292,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
260,1,50.0,0,230433,1,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
261,0,29.69911764705882,0,384461,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
262,1,3.0,4,347077,2,31.3875,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
263,0,52.0,1,110413,1,79.65,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
